token, -3word, -2word, -1word, +1word, +2word, +3word, Class
addit,  ,  ,  , special, techniqu, bake, Cooking
addit,  ,  ,  , kind, heat, sourc, Cooking
addit, microwav, packag, add, effect,  ,  , Cooking
addit,  ,  ,  , anvil, upset, block, Crafting
addit,  , advantag, ad, weight, anvil, stabl, Crafting
addit,  ,  ,  , base, dimension, lumber, Crafting
addit, fan, bellow, introduc, air, fire, tuyer, Crafting
addit,  ,  ,  , air, fire, consum, Crafting
addit,  ,  ,  , modif, firearm, gunsmith, Crafting
addit, engin, colleg, australia, time, spent, apprentic, Crafting
addit, layer, implement, requir, skill, knowledg, tool, Crafting
addit, carpent, option, acquir, interprovinci, red, seal, Construction
addit, requir, complet, apprenticeship, examin,  ,  , Construction
addit, ambiti, project, requir, multidisciplinari, expertis, manpow, Construction
addit,  , labor, benefit, cost, holiday, pay, Construction
addit, higherpr, hotel, provid, guest, facil, swim, Hospitality
addit,  ,  ,  , share, kitchen, facil, Hospitality
addit, cloth, dryer, provid, fee,  ,  , Hospitality
addit,  ,  ,  , manag, posit, exist, Hospitality
addit, manag, posit, exist, facil, hotelown, golf, Hospitality
addit,  ,  ,  , auxiliari, function, secur, Hospitality
addit, hotel, facil, public, duti,  ,  , Hospitality
addit, seminar, profession, develop, function,  ,  , Hospitality
addit, hotelcasino, properti, requir, duti, regard, special, Hospitality
addit, oper, resort, hotel, servic, upscal, lodg, Hospitality
addit,  , intern, flight, time, requir, immigr, Hospitality
addit, time, hotel, charg, day, treat, previou, Hospitality
addit, minut, request, guest, charg, guest, wish, Hospitality
addit,  ,  ,  , concierg, servic, frequent, Hospitality
addit,  ,  ,  , bought, tourist, includ, Hospitality
addit, trip, excurs, mass, holiday, continent, europ, Hospitality
allow, british, agricultur, revolut, global, popul, rise, Agriculture
allow,  , haberbosch, method, synthesi, ammonium, nitrat, Agriculture
allow, agricultur, limit, rainfal, multipl, annual, crop, Agriculture
allow, gene, implant, genom, plant, toler, exposur, Agriculture
allow,  ,  , seed, farmer, grow, crop, Agriculture
allow, chang, asparagopsi, taxiformi, reduct, rumin, greenhous, Agriculture
allow, mulch, cover, soil, drip, irrig, system, Agriculture
allow,  , pesticid, plasticultur, pesticid, transport, easier, Agriculture
allow,  ,  ,  , residu, previou, harvest, Agriculture
allow,  ,  ,  , suffici, size, recreat, Agriculture
allow, grow, season, intent, soil, recov, restor, Agriculture
allow, direct, sale, consum, farmer, retain, larger, Agriculture
allow, shoot, apic, intact, plant, recov, produc, Agriculture
allow, plant, row, wide, till, otherwis, cultiv, Agriculture
allow, type, agricultur, landown, tenant, cultiv, portion, Agriculture
allow, grow, season, abandon, lie, fallow, revert, Agriculture
allow, hay, grain, crop, dri, field, bale, Agriculture
allow,  , haberbosch, process, synthesi, ammonium, nitrat, Agriculture
allow, predict, fertil, soil, egyptian, build, empir, Agriculture
allow, topographi, mainland, greec, roughli, land, cultiv, Agriculture
allow,  , manori, system, landown, control, land, Agriculture
allow, develop, iron, smelt, increas, product, europ, Agriculture
allow,  ,  , potato, farmer, produc, food, Agriculture
allow,  ,  ,  , soil, regener, product, Agriculture
allow, crop, graze, crop, livestock, bred, yearround, Agriculture
allow,  ,  , invent, farm, task, speed, Agriculture
allow, repres, major, breakthrough, crop, yield, overcom, Agriculture
allow,  , histor, process, agricultur, crop, cultiv, Agriculture
allow, technolog, green, revolut, world, produc, surplu, Agriculture
allow, invent, increas, yield, individu, farmer, manag, Agriculture
allow, led, vitamin, supplement, livestock, rais, indoor, Agriculture
allow, intensifi, grass, system, stock, rate, faster, Agriculture
allow, portion, pastur, paddock, recov,  ,  , Agriculture
allow, rest, graze, land, veget, renew, energi, Agriculture
allow,  , pastur, system, grazer, meet, energi, Agriculture
allow, war, techniqu, develop, plant, breeder, hybrid, Agriculture
allow, doubl, chromosom, cell, product, fertil, line, Agriculture
allow,  ,  ,  , plant, breeder, screen, Agriculture
allow, control, cross, individu, desir, genet, variat, Agriculture
allow, matur, multipl, environ, worldwid, access, involv, Agriculture
allow, select, specif, gene, crop, perform, level, Agriculture
allow, fiscal, institut, resourc, contain, rise, domest, Agriculture
allow, soil, growth, help, land, reus, annual, Agriculture
allow, ecosystem, servic, strong, reduct, nonrenew, input, Agriculture
allow, biotechnolog, biosafeti, bill, scientist, nation, banana, Agriculture
allow, advanc, past, decad, agricultur, develop, region, Agriculture
allow,  ,  , greenhous, crop, product, water, Agriculture
allow, water, fresh, water, access, water, limit, Agriculture
allow,  ,  ,  , irrig, crop, decreas, Agriculture
allow, en, croût, method, meat, bake, buri, Cooking
allow, sometim, serv, unopen, diner, discov, content, Cooking
allow, raw, meat, charcuti, sell, unrend, lard, Cooking
allow,  ,  ,  , rest, day, allow, Cooking
allow, allow, rest, day, flavor, blend,  , Cooking
allow, meat, remov, moistur, benefici, bacteria, break, Cooking
allow, neckti, origin, worn, mop, sweat, health, Cooking
allow, hygien, regul, jewelri, apart, wed, band, Cooking
allow, cocoa, grower, object, result, food, call, Cooking
allow, genom, cacao, tree, yield, improv,  , Cooking
allow, place, pile, bin, access, microorgan, ferment, Cooking
allow, deriv, castor, oil, reduc, amount, cocoa, Cooking
allow,  ,  , current, product, refer, chocol, Cooking
allow, apart, rigid, structur, chocol, obtain, fluid, Cooking
allow, crystal, rigid, closer, chocol, solidifyth, temperatur, Cooking
allow,  , chocol, cool, crystal, type, form, Cooking
allow,  ,  ,  , measur, ingredi, pile, Cooking
allow, dehydr, tradit, method, sunlight, fresh, air, Cooking
allow, water, oil, alcohol, materi, remain, suspend, Cooking
allow, meat, fish, poultri, smoke, adher, surfac, Cooking
allow,  , individu, backpack, gather, firewood, decid, Cooking
allow, camp, cook, care, food, burn, pot, Cooking
allow,  ,  , fire, lightweight, charcoal, grill, Cooking
allow, call, spider, elev, fire, directli, beneath, Cooking
allow, sheet, pan, furnac, bake, deriv, concept, Cooking
allow, bar, iron, crosspiec, pot, hung, variou, Cooking
allow,  ,  ,  , continu, airflow, fire, Cooking
allow, variant, backwood, cook, item, cookwar, cook, Cooking
allow,  , applianc, rotimat, automat, bake,  , Cooking
allow, below, preset, pressur, liquid, pot, rise, Cooking
allow, fit, tool, hole, smith, flexibl, use, Crafting
allow, iron, forg, heat, bend, soft, ductil, Crafting
allow, consider, resist, rust, easili, forg, weld, Crafting
allow,  , presenc, carbon, steel, assum, crystallin, Crafting
allow, slightli, surround, piec, sharp, edg, softer, Crafting
allow, carri, korea, japan, swordsmith, creat, weapon, Crafting
allow,  ,  , answer, project, softer, steel, Crafting
allow, modernday, japan, swordsmith, manufactur, sword, month, Crafting
allow,  ,  ,  , easier, shape, metal, Crafting
allow, hearth, fireplac, design, fire, control, metal, Crafting
allow, separ, guild, trade, overlap,  ,  , Crafting
allow, contain, suffici, carbon, total, heat, treatment, Crafting
allow, own, firearm, firearm, tend, fewer, possess, Crafting
allow, variou, type, firearm, proper, vet, prospect, Crafting
allow, scope, mass, product, risk, copi, obtain, Crafting
allow, smithi, furnac, design, compress, air, bellow, Crafting
allow, bellow, superheat, insid, effici, melt, solder, Crafting
allow, valu, silver, gold, silversmith, produc, object, Crafting
allow, electr, engin, distribut, develop, handheld, power, Construction
allow, common, concret, foundat, carpent, heavi, timber, Construction
allow, journeyman, certif, qualif, practic, limit, amount, Construction
allow, interprovinci, red, seal, practic, canada,  , Construction
allow, zone, plan, polici, mixedus, develop, compris, Construction
allow, speed, procur, process, client, flexibl, design, Construction
allow,  ,  ,  , valu, estim, cover, Construction
allow,  , estim, escal, provid, anticip, escal, Construction
allow,  , diem, daili, expens, specif, amount, Construction
allow, live, travel, expens, connect, home, tour, Construction
allow,  ,  , estim, provid, anticip, profit, Construction
allow, number, name, hotel, guest, identifi,  , Hospitality
allow,  ,  ,  , hotel, increas, revenu, Hospitality
allow, roof, thermal, glass, guest, admir, aurora, Hospitality
allow, oper, primarili, purpos, guest, privaci, sexual, Hospitality
allow, video, receptionist, system, live, inhous, remot, Hospitality
allow, commun, via, video, receptionist, manag, offic, Hospitality
allow,  ,  ,  , airlin, offer, unclaim, Hospitality
allow,  ,  , hotel, grace, time, typic, Hospitality
allow, brightkit, close, past, user, refer, selfreport, Hospitality
allow, fee, base, request, month,  ,  , Hospitality
allow,  , improv, transport, peopl, travel, quickli, Hospitality
america,  , and, south, potato, domest, bean, Agriculture
america,  ,  ,  , crop, domest, mesoamerica, Agriculture
america,  ,  , north, indigen, peopl, east, Agriculture
america, breed, europ, north,  ,  ,  , Agriculture
america, sister, develop, north,  ,  ,  , Agriculture
america, cattl, sheep, goat,  ,  ,  , Agriculture
america, safeti, health, council, ashca, hold, summit, Agriculture
america,  ,  ,  , hatch, act, provid, Agriculture
america, cattl, sheep, goat,  ,  ,  , Agriculture
america, mesoamerica, potato, south, sunflow, eastern, woodland, Agriculture
america, eastern, woodland, north,  ,  ,  , Agriculture
america, gradual, spread, north, major, crop, nativ, Agriculture
america, and, region, south, includ, inca, major, Agriculture
america,  , introduct, south, spain, late, potato, Agriculture
america, petroldriven, tractor, built, john, froelich,  , Agriculture
america, million, pig, farm, consolid, percent, product, Agriculture
america, world, war, north, movement, sharecropp, tenant, Agriculture
america, africa, asia, latin,  ,  ,  , Agriculture
america, indonesia, milpa, central, mexico, jhum, north, Agriculture
america,  , cocoa, origin, west, african, countri, Cooking
america, columbuss, fourth, mission, august, crew, seiz, Cooking
america, deep, tropic, region,  ,  ,  , Cooking
america, throughout, south, central,  ,  ,  , Cooking
america, market, nativ, central, caribbean, island, northern, Cooking
america, chocol, manufactur, north, produc, hershey, bar, Cooking
america, privat, cook, school, boston, cook, school, Cooking
america, creation, culinari, institut,  ,  ,  , Cooking
america,  , culinari, institut, brought, educ, culinari, Cooking
america, univers, culinari, institut, offer, program, wherebi, Cooking
america, chef, organ, north,  ,  ,  , Cooking
america, exclus, rest, north,  ,  ,  , Cooking
america, flour, volum, north, cup, flour,  , Cooking
america, pepper, china, south, centuri, greatli, influenc, Cooking
america, central, north, south, corn, maiz, fresh, Cooking
america, nonindigen, cuisin, north, australasia, oceania, latin, Cooking
america, australasia, oceania, latin,  ,  ,  , Cooking
america,  ,  , cuisin, found, north, south, Cooking
america, found, north, south, base, cuisin, countri, Cooking
america, indian, pioneer, north, carri, refin, modern, Cooking
america,  ,  , cuisin, list,  ,  , Cooking
america, calico, site, north,  ,  ,  , Crafting
america, centuri, eastern, unit, centuri, deplet,  , Crafting
america, blacksmith, associ, north, form,  ,  , Crafting
america, found, quantiti, north, montana, archaic, copper, Crafting
america, crown, regul, copper,  ,  ,  , Crafting
america, europ, india, north, mesoamerica, south, america, Crafting
america, america, mesoamerica, south, grace, museum, collect, Crafting
america, centuri, artisan, emigr, experienc, fewer, restrict, Crafting
america,  ,  , found, partli, base, desir, Construction
america,  , type, carpentri, american, histor, carpentri, Construction
america, brotherhood, carpent, joiner, requir, pass, skill, Construction
america, brotherhood, carpent, joiner, journeyman, statu, obtain, Construction
america,  , carpent, union, carpent, catchal, posit, Construction
america, western, europ, north, centuri, luxuri, hotel, Hospitality
america, western, europ, north, centuri,  ,  , Hospitality
america, element, extend, stay,  ,  ,  , Hospitality
america, fairli, common, latin,  ,  ,  , Hospitality
america, duschenay, canada, north, ice, hotel,  , Hospitality
america,  ,  , north, ski, resort, destin, Hospitality
america,  , europ, north, ski, resort, town, Hospitality
america,  , bellhop, north, hotel, porter, intern, Hospitality
america, pronunci, help·info, north,  ,  ,  , Hospitality
america, built, hamburg, hamburg, line,  ,  , Hospitality
america, exchang, student, travel, assist, student, financi, Hospitality
amount, develop, countri, asia, growth, africa,  , Agriculture
amount,  ,  , estim, land, transform, human, Agriculture
amount,  , updat, signific, policydriven, distort, global, Agriculture
amount,  , agribusi, hold, influenc, polici, form, Agriculture
amount, qualiti, groundwat, effect, nitrogen, appli, soil, Agriculture
amount, tree, absorb, increas, carbon, dioxid, air, Agriculture
amount, play, crucial, role, impact, pollut,  , Agriculture
amount, result, plasticultur, increas, wast, plastic, mulch, Agriculture
amount, special, purposebuilt, distribut, liquid, product, land, Agriculture
amount,  , applic, control, water, plant, interv, Agriculture
amount, soil, qualiti, minim, soil, manipul, success, Agriculture
amount, mouldboard, plough, cut, soil, bottom, furrow, Agriculture
amount, cover, provid, limit, warm, greenhous, creat, Agriculture
amount, involv, pile, compress, cut, green, veget, Agriculture
amount, local, requir, impli, input, crude, tradit, Agriculture
amount, texcoco, fertil, produc, food, popul, expand, Agriculture
amount, product, smallhold, decreas, land, farm, slow, Agriculture
amount, industri, agricultur, huge, water, energi, industri, Agriculture
amount, screen, thousand, sampl, time, mean, breeder, Agriculture
amount,  ,  ,  , trade, measur, cash, Agriculture
amount,  , asia, specif, land, sustain, farm, Agriculture
amount,  ,  ,  , agricultur, land, cover, Agriculture
amount,  ,  ,  , land, equal, farm, Agriculture
amount, brassicacea, famili, releas, toxic, compound, methyl, Agriculture
amount, moistur, bake, place, liquid, water, broth, Cooking
amount, bake, process, larger, furnac,  ,  , Cooking
amount, effect, bake, reduc, fat,  ,  , Cooking
amount,  , bake, consider, fat, contain, food, Cooking
amount,  ,  , recommend, ratio, oz, lb, Cooking
amount,  ,  ,  , cocoa, solid, indic, Cooking
amount, oil, allow, reduc, cocoa, butter, maintain, Cooking
amount, dark, chocol, contain, cube, dark, chocol, Cooking
amount, cocoa, contain, moder, oxal, increas, risk, Cooking
amount, price, mean, larger, money, paid, fair, Cooking
amount, ingredi, contain, variou, molecul, call, protein, Cooking
amount, white, contain, substanti, protein,  ,  , Cooking
amount, seed, includ, protein,  ,  ,  , Cooking
amount, breast, cancer, risk, raw, veget, matter, Cooking
amount, below, creat, neglig, hca,  ,  , Cooking
amount, instruct, measur, correct, ingredi,  ,  , Cooking
amount,  ,  , maximum, ingredi, stay, measur, Cooking
amount, temperatur, sit, variabl, liquid, add, flavor, Cooking
amount,  , wok, signific, cook, method,  , Cooking
amount, backcountri, abl, carri, fresh, food, due, Cooking
amount,  ,  , signific, steadi, lesshazard, volcan, Cooking
amount, cover, pot, variabl, liquid, result, particular, Cooking
amount, food, pan, use, cook, oil, fat, Cooking
amount, hard, anvil, reduc, forc, lost, hammer, Crafting
amount, smelt, usabl, metal, carbon, alloy, iron, Crafting
amount,  ,  ,  , carbon, significantli, affect, Crafting
amount,  ,  ,  , steel, form, earliest, Crafting
amount, type, forg, control, air, volum, fuel, Crafting
amount, describ, simpler, construct, hole, ground, pipe, Crafting
amount, jewel, undertak, basic, jewelleri, repair, alter, Crafting
amount,  , build, requir, intern, infrastructur, function, Construction
amount, intric, system, take, space, sometim, locat, Construction
amount, allow, practic, limit, carpentri,  ,  , Construction
amount, design, provid, pay, legal, owe,  , Construction
amount, cash, flow, exist, fund, cover, current, Construction
amount,  ,  , durat, clock, calendar, time, Construction
amount, rate, sometim, price, currenc, unit, time, Construction
amount,  , manhour, rate, manhour, consum, execut, Construction
amount,  ,  , overtim, time, beyond, normal, Construction
amount, allow, expens, specif, money, organ, individu, Construction
amount, price, function, determin, money, consider, undertak, Construction
amount,  ,  ,  , effort, appli, produc, Construction
amount, separ, home, duplex, singl, build, construct, Construction
amount, establish, offer, limit, onsit, amen,  , Hospitality
amount,  , tourism, bring, incom, local, economi, Hospitality
amount,  ,  , limit, orbit, space, tourism, Hospitality
anim, breed, modern, practic, husbandri, similarli, increas, Agriculture
anim, meat, rais, concern, welfar, environment, damag, Agriculture
anim, arabl, farm, horticultur, husbandri, forestri, horticultur, Agriculture
anim,  ,  ,  , includ, llama, alpaca, Agriculture
anim, involv, manag, domest,  ,  ,  , Agriculture
anim,  ,  ,  , husbandri, breed, rais, Agriculture
anim, husbandri, breed, rais, meat, milk, egg, Agriculture
anim,  ,  ,  , includ, hors, mule, Agriculture
anim, harvest, crop, wrangl, transport, farm, product, Agriculture
anim,  ,  , nonmeat, milk, cow, eggproduc, Agriculture
anim, pastur, feed, rumin,  ,  ,  , Agriculture
anim, livestock, product, confin, feed, oper, sometim, Agriculture
anim,  ,  ,  , husbandri, respons, greenhous, Agriculture
anim, jutzi, director, fao, product, health, divis, Agriculture
anim, health, environment, regul, land, support, longterm, Agriculture
anim, environment, posit, modern, agricultur, practic, tend, Agriculture
anim, soil, water, air, soil, varieti, peopl, Agriculture
anim, fossil, fuel, usag, methan, effluent, wast, Agriculture
anim, balanc, manag, found, agricultur, global, methan, Agriculture
anim, prepar, kill, fungal, pest,  ,  , Agriculture
anim, human, popul, domest,  ,  ,  , Agriculture
anim, mention, declin, livestock,  ,  ,  , Agriculture
anim, manag, techniqu, rang, manag, hous, spread, Agriculture
anim, includ, poorli, manag, feed, oper, overgraz, Agriculture
anim,  ,  ,  , agricultur, outsiz, impact, Agriculture
anim, agricultur, land, chang, agricultur, practic, outsiz, Agriculture
anim,  , predominantli, domest, rais, meat, milk, Agriculture
anim, feed, grain, hay, feed,  ,  , Agriculture
anim, land, crop, rais, livestock, fish,  , Agriculture
anim,  ,  ,  , husbandri, practic, rear, Agriculture
anim, husbandri, practic, rear, specif, farm, purpos, Agriculture
anim, rais, specif, domest,  ,  ,  , Agriculture
anim, sheep, milk, produc,  ,  ,  , Agriculture
anim, art, cultiv, plant, organ, produc, varieti, Agriculture
anim, practic, farm, method, anim, product, farm, Agriculture
anim, farm, method, anim, product, farm, anim, Agriculture
anim, anim, product, farm, manur,  ,  , Agriculture
anim,  , process, human, breed, plant, breed, Agriculture
anim,  ,  , plant, product, live, organ, Agriculture
anim, manur, process, residu, fodder, soil, amend, Agriculture
anim,  ,  , intens, farm,  ,  , Agriculture
anim, grown, fodder, feed, livestock,  ,  , Agriculture
anim,  ,  , type, feed, oper, typic, Agriculture
anim, pen, contain, individu, effici, rais, fatten, Agriculture
anim,  ,  , call, feed, provend,  , Agriculture
anim, livestock, specif, food, directli, hay, straw, Agriculture
anim, graze, livestock, graze, pastur,  ,  , Agriculture
anim, materi, deliber, cut, food,  ,  , Agriculture
anim,  ,  , method, farm, anim, husbandri, Agriculture
anim, method, anim, farm, husbandri, anim, permit, Agriculture
anim, farm, anim, husbandri, permit, roam, freeli, Agriculture
anim, fruit, harvest, human, consumpt, plant, seed, Agriculture
anim, dri, store, fodder, livestock,  ,  , Agriculture
anim,  ,  , domest, rais, agricultur, set, Agriculture
anim, narrowli, refer, exclus, bred, consumpt, farm, Agriculture
anim, agricultur, typic, consist, excreta, compost, plant, Agriculture
anim, law, land, owner, owner, respons, erect, Agriculture
anim, respons, erect, fenc, privat, public, properti, Agriculture
anim, improv, land, meet,  ,  ,  , Agriculture
anim,  ,  , type, husbandri, herd, domest, Agriculture
anim, husbandri, herd, domest, releas, onto, veget, Agriculture
anim, land, pastur, graze,  ,  ,  , Agriculture
anim, pharmaceut, host, plant, otherwis, express, gene, Agriculture
anim, pull, human, draft, modern, farm, tractor, Agriculture
anim, domest, livestock, wild,  ,  ,  , Agriculture
anim,  ,  ,  , feedstuff, fiber, content, Agriculture
anim, seed, dispers, wind, inadvert, mix, compost, Agriculture
anim, record, domest, plant, develop, dissemin, techniqu, Agriculture
anim,  , earliest, domest,  ,  ,  , Agriculture
anim, suggest, domest, plant,  ,  ,  , Agriculture
anim, orchard, manag, forestri, husbandri,  ,  , Agriculture
anim, product, wheat, nomad, husbandri, practic,  , Agriculture
anim,  ,  ,  , domest, includ, llama, Agriculture
anim, onward, fodder, crop, nitrogenfix, fertil, properti, Agriculture
anim, major, replac, draft, particularli, hors, machin, Agriculture
anim, agricultur, crop, plant, level, input, output, Agriculture
anim,  ,  , intens, farm, involv, anim, Agriculture
anim, anim, farm, involv, rais, limit, land, Agriculture
anim, world, sometim, concentr, feed, oper,  , Agriculture
anim, acr, compar, extens, husbandri, concentr, feed, Agriculture
anim, feed, brought, seldommov, rotat, graze, anim, Agriculture
anim, anim, rotat, graze, repeatedli, move, fresh, Agriculture
anim, inflect, replac, draft, machin,  ,  , Agriculture
anim, loss, forag, decreas, carri, capac, result, Agriculture
anim, stock, rate, faster, weight, gain, reduc, Agriculture
anim, soil, digest, help, fatten, reduc, methan, Agriculture
anim, chicken, turkey, duck,  ,  ,  , Agriculture
anim, product, rotat, system, supplement, feed, continu, Agriculture
anim,  ,  , concentr, feed, oper, cafo, Agriculture
anim, increas, product, food, husbandri, worldwid, total, Agriculture
anim, food, water, deliv, therapeut, antimicrobi, agent, Agriculture
anim, growth, hormon, chicken, european, union,  , Agriculture
anim, protect, agenc, identifi, feed, oper, type, Agriculture
anim, dispos, issu, requir, wast, store, lagoon, Agriculture
anim,  ,  , concentr, anim, wast, dead, Agriculture
anim,  , concentr, anim, wast, dead, anim, Agriculture
anim, anim, wast, dead, space, pose, ethic, Agriculture
anim,  ,  ,  , right, anim, welfar, Agriculture
anim,  , anim, right, welfar, activist, charg, Agriculture
anim, activist, charg, intens, rear, cruel, anim, Agriculture
anim, anim, rear, cruel,  ,  ,  , Agriculture
anim,  ,  , draft, speci, comfort, wetland, Agriculture
anim, agricultur, societi, sector, right, includ, cost, Agriculture
anim, nutrit, product, human,  ,  ,  , Agriculture
anim, unimprov, varieti, crop, littl, surplu, yield, Agriculture
anim, farm, peopl, migrat, search, fodder, anim, Agriculture
anim, anim, search, fodder,  ,  ,  , Agriculture
anim, goat, camel, common, cattl, hors,  , Agriculture
anim, manur, artifici, irrig, wast, fertil,  , Agriculture
anim, integr, system, plant, product, practic, sitespecif, Agriculture
anim, acr, includ, land, fodder, cereal, product, Agriculture
anim, natur, buffer, human, reduc, biodivers, creat, Agriculture
anim, creat, genet, similar,  ,  ,  , Agriculture
anim,  , practic, sustain, husbandri,  ,  , Agriculture
anim, tradit, denot, cook, major, cut, exposur, Cooking
anim,  ,  , addit, stomach, bladder, edibl, Cooking
anim, happen, frequent, domest, human,  ,  , Cooking
anim, theobromin, render, toxic, includ, dog, catsaccord, Cooking
anim, earth, oven, burnt, bone, flint, found, Cooking
anim, egg, dairi, product,  ,  ,  , Cooking
anim, includ, veget, oil, product, butter, lard, Cooking
anim,  ,  , edibl, materi, includ, muscl, Cooking
anim, concentr, acrylamid, carcinogen, studi, potenti, caus, Cooking
anim, wheat, rye, fat, origin, predomin, southern, Cooking
anim,  , cost, demand, meat, increas, space, Cooking
anim, dish, cook, insid, bladder, pig, bladder, Cooking
anim, cook, stuff, remain, anim,  ,  , Cooking
anim, stuff, remain, anim,  ,  ,  , Cooking
anim,  , process, stew, mainli, game, fish, Cooking
anim, attract, potenti, danger,  ,  ,  , Cooking
anim,  ,  ,  , attract, food, notabl, Cooking
anim, exampl, variou, speci,  ,  ,  , Crafting
anim, etholog, exampl, tool, wild, chimpanze, observ, Crafting
anim, engrav, knowledg, human, anatomi, perspect, botani, Crafting
base,  , industri, agricultur, largescal, monocultur, twentieth, Agriculture
base, million, metric, ton, estim,  ,  , Agriculture
base, product, system, defin, feed, sourc, grasslandbas, Agriculture
base,  ,  , grassland, livestock, product, reli, Agriculture
base, agricultur, vari, wide, practic, employ, farmer, Agriculture
base, type, indic, meansbas, farmer, product, method, Agriculture
base, emiss, previou, estim, data, intergovernment, panel, Agriculture
base, agricultur, farm, garden, philosophi, permacultur, agroecolog, Agriculture
base, agricultur, manag, strategi, observ, measur, respond, Agriculture
base, radiocarbon, date, identif, sole, grain, chaff, Agriculture
